user_id,username,age,subscription,region,city,product_category,sale_amount,price,email,transaction_date,raw_timestamp,status,store_id
706,Vivaan96,19,Basic,North,Lucknow,Toys,1850.92,1054.11,vivaan96@mail.com,2024-10-20,2024-10-11 00:00:00,Inactive,ST007
176,Vihaan95,56,Premium,North,Mumbai,Groceries,1731.29,1300.63,vihaan95@mail.com,2024-04-17,2024-10-28 00:00:00,Pending,ST020
682,Riya13,32,Premium,South,Kolkata,Groceries,1481.15,417.04,riya13@mail.com,2024-06-26,2024-11-22 00:00:00,Pending,ST020
14,Sneha14,30,Premium,East,Ahmedabad,Groceries,407.8,1314.24,,2024-10-08,2024-02-20 00:00:00,Active,ST018
784,Aadhya12,36,Basic,East,Kolkata,Clothing,804.29,71.54,aadhya12@mail.com,2024-03-24,2024-07-22 00:00:00,Active,ST015
278,Karan49,38,Premium,North,Kolkata,Clothing,738.15,740.56,karan49@mail.com,2024-09-13,2024-03-12 00:00:00,,ST006
317,Karan20,59,Premium,East,Hyderabad,Clothing,1138.78,534.03,karan20@mail.com,2024-01-11,2024-12-18 00:00:00,,ST012
300,Reyansh19,62,Premium,South,Mumbai,Clothing,312.22,953.36,reyansh19@mail.com,2024-09-06,2024-06-02 00:00:00,Pending,ST018
114,Sunita8,22,Premium,North,Bangalore,Clothing,1433.2,1412.54,sunita8@mail.com,2024-05-08,2024-04-10 00:00:00,Pending,ST005
458,Priya11,64,Basic,South,Surat,Groceries,698.81,1379.45,priya11@mail.com,2024-05-13,2024-09-16 00:00:00,Active,ST012
570,Sai91,23,Premium,South,Bangalore,Books,928.79,294.74,,2024-04-08,2024-05-12 00:00:00,,ST015
61,Aditya31,55,Basic,East,Surat,Electronics,241.96,1311.42,aditya31@mail.com,2024-01-15,2024-01-24 00:00:00,Pending,ST002
714,Riya62,18,Basic,South,Surat,Clothing,882.33,668.17,riya62@mail.com,2024-07-07,2024-06-29 00:00:00,Inactive,ST011
803,Aarav96,17,Basic,South,Kolkata,Electronics,1917.27,815.27,aarav96@mail.com,2024-09-30,2024-12-31 00:00:00,Active,ST015
716,Vivaan17,43,Premium,North,Mumbai,Furniture,1327.66,452.77,vivaan17@mail.com,2024-03-03,2024-12-02 00:00:00,Active,ST003
726,Ananya6,50,Premium,West,Surat,Furniture,81.43,1277.12,ananya6@mail.com,2024-04-30,2024-06-28 00:00:00,Active,ST003
708,Sneha18,15,Basic,South,Lucknow,Books,714.39,1437.46,sneha18@mail.com,2024-04-07,2024-04-16 00:00:00,,ST017
759,Raj27,54,Basic,North,Hyderabad,Groceries,693.85,1494.36,raj27@mail.com,2024-08-30,2024-01-06 00:00:00,Pending,ST014
340,Krishna74,24,Basic,North,Lucknow,Furniture,306.96,879.93,krishna74@mail.com,2024-03-11,2024-06-07 00:00:00,Inactive,ST014
734,Arjun52,59,Premium,North,Delhi,Furniture,1801.79,932.61,arjun52@mail.com,2024-06-30,2024-08-17 00:00:00,,ST015
290,Rohan25,17,Premium,East,Indore,Electronics,1327.29,148.53,rohan25@mail.com,2024-12-08,2024-07-21 00:00:00,,ST019
100,Ira1,20,Premium,North,Jaipur,Sports,1883.44,646.42,ira1@mail.com,2024-03-03,2024-01-25 00:00:00,Inactive,ST014
202,Raj81,56,Premium,North,Delhi,Electronics,435.61,1217.76,raj81@mail.com,2024-06-18,2024-03-03 00:00:00,Active,ST015
290,Rohan25,17,Premium,East,Indore,Electronics,1327.29,148.53,rohan25@mail.com,2024-12-08,2024-07-21 00:00:00,,ST019
413,Navya16,45,Basic,South,Lucknow,Furniture,1893.46,1412.5,,2024-08-22,2024-02-14 00:00:00,Active,ST013
35,Krishna35,42,Basic,West,Kolkata,Furniture,1606.38,1263.95,krishna35@mail.com,2024-09-30,2024-01-14 00:00:00,,ST019
54,Ananya33,35,Premium,South,Ahmedabad,Sports,1332.44,631.61,ananya33@mail.com,2024-09-12,2024-11-16 00:00:00,,ST002
320,Pooja9,57,Basic,East,Ahmedabad,Toys,1125.36,497.45,pooja9@mail.com,2024-09-24,2024-12-03 00:00:00,Active,ST002
428,Reyansh99,55,Premium,West,Lucknow,Sports,679.08,1270.59,reyansh99@mail.com,2024-12-23,2024-12-18 00:00:00,Pending,ST004
35,Krishna35,42,Basic,West,Kolkata,Furniture,1606.38,1263.95,krishna35@mail.com,2024-09-30,2024-01-14 00:00:00,,ST019
787,Arjun1,36,Basic,East,Ahmedabad,Sports,1750.8,707.85,,2024-08-23,2024-07-06 00:00:00,Active,ST020
684,Arjun2,57,Basic,South,Pune,Electronics,564.47,1025.22,arjun2@mail.com,2024-08-30,2024-10-25 00:00:00,Active,ST016
702,Manish93,44,Basic,West,Bangalore,Furniture,1728.99,1355.77,manish93@mail.com,2024-03-30,2024-12-01 00:00:00,Inactive,ST012
455,Aadhya33,52,Premium,South,Ahmedabad,Furniture,270.27,722.78,aadhya33@mail.com,2024-03-15,2024-07-04 00:00:00,,ST012
363,Amit13,48,Premium,East,Surat,Electronics,1441.67,26.08,amit13@mail.com,2024-10-31,2024-02-14 00:00:00,Pending,ST015
817,Amit14,63,Premium,East,Chennai,Books,1544.52,1033.42,amit14@mail.com,2024-12-10,2024-03-20 00:00:00,Pending,ST006
165,Karan39,30,Basic,East,Surat,Groceries,194.23,729.27,karan39@mail.com,2024-12-20,2024-08-02 00:00:00,Active,ST012
474,Sai50,64,Basic,North,Indore,Sports,350.56,1205.63,sai50@mail.com,2024-12-16,2024-11-04 00:00:00,Inactive,ST012
378,Sunita70,51,Basic,West,Mumbai,Books,768.73,1443.37,sunita70@mail.com,2024-09-26,2024-05-23 00:00:00,,ST017
373,Ira74,43,Premium,East,Indore,Furniture,1598.98,1379.38,ira74@mail.com,2024-06-25,2024-02-15 00:00:00,Active,ST020
309,Riya2,59,Basic,South,Chennai,Electronics,1606.03,1199.22,riya2@mail.com,2024-10-14,2024-08-11 00:00:00,,ST008
846,Raj22,55,Premium,East,Ahmedabad,Books,444.28,1454.34,raj22@mail.com,2024-09-24,2024-08-03 00:00:00,,ST015
588,Diya2,22,Premium,West,Delhi,Groceries,1821.53,888.54,diya2@mail.com,2024-12-21,2024-02-18 00:00:00,Inactive,ST013
697,Vihaan95,52,Premium,East,Ahmedabad,Clothing,1936.19,1344.68,vihaan95@mail.com,2024-11-17,2024-06-08 00:00:00,Active,ST016
348,Manish90,49,Premium,South,Kolkata,Furniture,398.81,1074.7,manish90@mail.com,2024-05-08,2024-06-14 00:00:00,Inactive,ST004
690,,24,Basic,East,Ahmedabad,Furniture,1345.42,446.62,anika88@mail.com,2024-01-21,2024-04-21 00:00:00,Pending,ST019
109,Vivaan78,24,Basic,North,Pune,Groceries,1169.15,609.09,vivaan78@mail.com,2024-02-28,2024-01-14 00:00:00,Inactive,ST016
694,Sai49,65,Basic,West,Bangalore,Books,660.86,1074.65,sai49@mail.com,2024-08-03,2024-07-29 00:00:00,,ST001
257,Kiara86,60,Basic,North,Kolkata,Sports,,583.69,,2024-05-16,2024-03-23 00:00:00,Pending,ST009
719,Karan98,44,Premium,West,Hyderabad,Sports,,588.58,karan98@mail.com,2024-05-22,2024-11-08 00:00:00,,ST016
791,Saanvi3,26,Basic,West,Kolkata,Electronics,1163.25,931.06,saanvi3@mail.com,2024-12-21,2024-01-26 00:00:00,Pending,ST019
473,Priya7,56,Basic,North,Mumbai,Toys,1906.21,610.31,priya7@mail.com,2024-07-23,2024-02-15 00:00:00,Active,ST007
603,Priya99,22,Basic,North,Hyderabad,Furniture,54.36,602.56,priya99@mail.com,2024-11-25,2024-09-20 00:00:00,Active,ST015
811,Diya86,17,Basic,West,Pune,Books,1128.9,1117.06,diya86@mail.com,2024-01-29,2024-08-16 00:00:00,Inactive,ST008
577,Krishna32,28,Premium,West,Delhi,Groceries,106.98,503.22,krishna32@mail.com,2024-05-11,2024-12-06 00:00:00,,ST004
352,Ira77,15,Premium,North,Lucknow,Toys,1659.24,239.42,ira77@mail.com,2024-01-17,2024-12-07 00:00:00,Pending,ST011
542,Sneha5,23,Premium,North,Lucknow,Toys,1831.82,598.51,sneha5@mail.com,2024-02-02,2024-09-30 00:00:00,,ST007
229,Manish49,37,Basic,North,Jaipur,Groceries,1065.24,885.04,,2024-07-10,2024-10-14 00:00:00,Pending,ST010
205,,65,Basic,North,Lucknow,Books,577.35,,anika70@mail.com,2024-05-23,2024-01-30 00:00:00,,ST017
625,,45,Basic,East,Chennai,Furniture,525.43,415.84,reyansh18@mail.com,2024-01-23,2024-02-22 00:00:00,Pending,ST004
783,Sai99,30,Basic,North,Pune,Books,1240.6,1373.59,sai99@mail.com,2024-04-06,2024-01-23 00:00:00,Inactive,ST010
50,Raj26,42,Premium,East,Indore,Clothing,1661.93,265.57,raj26@mail.com,2024-10-18,2024-05-27 00:00:00,,ST004
154,Saanvi49,39,Basic,West,Indore,Electronics,211.24,974.46,saanvi49@mail.com,2024-02-18,2024-09-27 00:00:00,Active,ST008
677,Aditya64,18,Premium,West,Indore,Clothing,800.87,523.87,aditya64@mail.com,2024-09-20,2024-06-09 00:00:00,Pending,ST015
27,Aadhya9,57,Basic,North,Indore,Sports,1805.09,1007.0,aadhya9@mail.com,2024-10-10,2024-03-06 00:00:00,Inactive,ST014
58,Riya62,37,Basic,South,Hyderabad,Furniture,1962.51,586.8,riya62@mail.com,2024-06-11,2024-08-30 00:00:00,,ST013
47,Kiara81,58,Premium,East,Bangalore,Sports,642.48,195.31,kiara81@mail.com,2024-11-12,2024-04-25 00:00:00,,ST015
99,Aditya48,29,Premium,North,Delhi,Sports,703.82,76.69,aditya48@mail.com,2024-03-12,2024-12-27 00:00:00,,ST015
618,Sai1,25,Premium,West,Ahmedabad,Groceries,1455.13,1281.66,sai1@mail.com,2024-03-01,2024-03-28 00:00:00,Inactive,ST002
740,Ishaan12,23,Basic,West,Pune,Sports,1596.97,504.13,ishaan12@mail.com,2024-11-18,2024-09-19 00:00:00,Active,ST011
298,Neha2,15,Premium,South,Lucknow,Electronics,1244.92,831.87,neha2@mail.com,2024-11-09,2024-06-24 00:00:00,Pending,ST006
60,Aditya61,65,Basic,North,Lucknow,Toys,206.61,1018.05,aditya61@mail.com,2024-11-16,2024-09-06 00:00:00,Active,ST020
494,Vikram36,48,Premium,South,Hyderabad,Toys,1111.63,985.01,vikram36@mail.com,2024-11-28,2024-07-26 00:00:00,Inactive,ST010
141,Riya51,48,Premium,East,Mumbai,Sports,,1016.78,riya51@mail.com,2024-04-27,2024-05-06 00:00:00,,ST012
654,Sunita23,44,Basic,North,Bangalore,Books,1108.39,1270.74,sunita23@mail.com,2024-05-25,2024-12-25 00:00:00,Active,ST003
644,Anika6,38,Basic,South,Kolkata,Sports,1377.14,778.47,anika6@mail.com,2024-02-12,2024-12-15 00:00:00,,ST017
423,Arjun76,53,Premium,East,Jaipur,Furniture,1741.68,117.85,arjun76@mail.com,2024-02-15,2024-01-04 00:00:00,,ST009
260,Amit76,49,Premium,East,Chennai,Groceries,1381.18,277.22,amit76@mail.com,2024-08-07,2024-05-22 00:00:00,Pending,ST005
82,Myra44,25,Basic,North,Surat,Furniture,1156.81,97.86,myra44@mail.com,2024-12-11,2024-02-11 00:00:00,Pending,ST015
64,Neha33,44,Basic,East,Kolkata,Sports,512.55,870.72,neha33@mail.com,2024-12-03,2024-07-21 00:00:00,Pending,ST001
658,Sneha48,48,Basic,North,Bangalore,Books,521.57,305.14,sneha48@mail.com,2024-10-22,2024-08-07 00:00:00,Inactive,ST013
112,Reyansh18,30,Basic,West,Pune,Books,961.44,212.06,reyansh18@mail.com,2024-07-22,2024-09-02 00:00:00,,ST014
730,Sneha7,53,Basic,South,Pune,Furniture,1171.73,506.45,sneha7@mail.com,2024-04-28,2024-08-21 00:00:00,Pending,ST004
510,Amit72,56,Premium,North,Lucknow,Groceries,1700.24,1178.66,amit72@mail.com,2024-03-27,2024-05-05 00:00:00,,ST018
588,Diya2,22,Premium,West,Delhi,Groceries,1821.53,888.54,diya2@mail.com,2024-12-21,2024-02-18 00:00:00,Inactive,ST013
686,Anika95,37,Basic,South,Chennai,Furniture,1664.11,513.93,anika95@mail.com,2024-11-01,2024-09-04 00:00:00,Active,ST009
782,Saanvi17,35,Premium,South,Pune,Furniture,1474.23,602.9,,2024-10-27,2024-01-14 00:00:00,Inactive,ST020
147,Ira6,19,Premium,East,Hyderabad,Clothing,699.28,42.69,ira6@mail.com,2024-03-01,2024-09-02 00:00:00,Inactive,ST020
466,Ishaan65,54,Basic,North,Kolkata,Toys,1937.71,879.12,ishaan65@mail.com,2024-06-22,2024-08-27 00:00:00,Inactive,ST003
91,Karan23,17,Premium,South,Hyderabad,Books,359.56,438.68,karan23@mail.com,2024-11-02,2024-01-27 00:00:00,Pending,ST003
475,Raj13,38,Premium,South,Hyderabad,Groceries,1147.96,1139.61,raj13@mail.com,2024-08-10,2024-11-18 00:00:00,,ST003
271,Raj9,31,Premium,East,Surat,Books,695.16,990.1,raj9@mail.com,2024-04-09,2024-06-11 00:00:00,,ST015
545,Pooja9,39,Premium,East,Jaipur,Furniture,1433.86,913.49,pooja9@mail.com,2024-09-14,2024-12-16 00:00:00,,ST009
404,Ananya30,21,Premium,South,Jaipur,Groceries,193.38,100.42,ananya30@mail.com,2024-11-08,2024-08-20 00:00:00,Inactive,ST013
111,Aditya88,35,Basic,West,Ahmedabad,Books,634.92,1070.15,aditya88@mail.com,2024-07-04,2024-09-17 00:00:00,Inactive,ST004
172,Sunita79,52,Premium,East,Pune,Electronics,278.05,229.21,sunita79@mail.com,2024-10-21,2024-07-15 00:00:00,,ST006
346,Vihaan58,44,Premium,East,Ahmedabad,Books,1483.58,783.87,vihaan58@mail.com,2024-05-29,2024-08-13 00:00:00,,ST010
802,Kiara60,44,Premium,South,Jaipur,Sports,949.74,1209.46,kiara60@mail.com,2024-03-22,2024-05-05 00:00:00,,ST003
524,Saanvi60,65,Basic,West,Pune,Toys,1576.71,505.73,saanvi60@mail.com,2024-10-31,2024-12-31 00:00:00,Active,ST019
10,Krishna8,30,Premium,West,Surat,Groceries,1957.07,206.13,krishna8@mail.com,2024-03-25,2024-05-15 00:00:00,,ST007
768,Karan59,46,Premium,South,Surat,Sports,1113.9,566.91,karan59@mail.com,2024-12-27,2024-03-31 00:00:00,Inactive,ST003
206,Diya99,52,Premium,East,Delhi,Clothing,569.73,1377.54,,2024-04-22,2024-10-21 00:00:00,,ST012
512,Vikram66,33,Premium,East,Surat,Books,636.24,202.01,vikram66@mail.com,2024-05-23,2024-08-09 00:00:00,Inactive,ST020
744,Raj63,46,Basic,North,Ahmedabad,Groceries,476.91,1347.29,raj63@mail.com,2024-08-16,2024-06-15 00:00:00,Inactive,ST014
331,Aadhya38,65,Basic,East,Bangalore,Furniture,1164.31,610.8,aadhya38@mail.com,2024-12-23,2024-03-07 00:00:00,Inactive,ST016
541,Kiara17,34,Premium,South,Indore,Sports,489.71,1133.89,kiara17@mail.com,2024-06-02,2024-06-15 00:00:00,Active,ST019
358,Rohan65,50,Basic,West,Delhi,Toys,822.3,1440.97,rohan65@mail.com,2024-06-22,2024-12-10 00:00:00,,ST016
62,Rohan46,38,Basic,East,Jaipur,Books,1379.51,279.1,rohan46@mail.com,2024-12-15,2024-05-03 00:00:00,,ST019
707,Ishaan63,43,Basic,East,Jaipur,Toys,1636.98,304.6,ishaan63@mail.com,2024-12-08,2024-02-19 00:00:00,Inactive,ST002
238,Manish88,23,Basic,South,Pune,Sports,1898.76,617.02,manish88@mail.com,2024-03-08,2024-04-18 00:00:00,Active,ST019
780,Aditya40,65,Premium,North,Hyderabad,Groceries,51.64,1326.77,aditya40@mail.com,2024-04-30,2024-04-14 00:00:00,,ST003
354,Aditya99,34,Basic,North,Kolkata,Sports,883.28,453.39,aditya99@mail.com,2024-05-20,2024-06-17 00:00:00,,ST017
809,Karan20,52,Basic,North,Kolkata,Sports,1314.33,733.44,karan20@mail.com,2024-12-08,2024-02-03 00:00:00,Pending,ST008
362,Vihaan48,65,Premium,East,Delhi,Groceries,1608.1,248.04,vihaan48@mail.com,2024-09-25,2024-06-07 00:00:00,Pending,ST005
587,Krishna51,46,Basic,East,Indore,Toys,1399.0,994.61,krishna51@mail.com,2024-11-28,2024-07-14 00:00:00,Pending,ST015
532,Manish17,65,Premium,East,Ahmedabad,Groceries,670.01,961.49,manish17@mail.com,2024-10-27,2024-04-06 00:00:00,Pending,ST005
531,Sunita27,34,Basic,East,Pune,Sports,384.15,1202.55,sunita27@mail.com,2024-12-30,2024-02-03 00:00:00,Active,ST005
110,Navya50,50,Premium,North,Chennai,Toys,1992.91,1376.39,navya50@mail.com,2024-02-07,2024-08-19 00:00:00,Inactive,ST015
777,Aadhya61,36,Basic,West,Bangalore,Furniture,960.34,52.19,aadhya61@mail.com,2024-10-21,2024-12-21 00:00:00,,ST013
306,Arjun11,56,Basic,North,Jaipur,Clothing,914.16,799.58,arjun11@mail.com,2024-07-01,2024-06-15 00:00:00,,ST015
468,Vikram98,31,Basic,South,Bangalore,Furniture,1007.99,842.4,vikram98@mail.com,2024-08-13,2024-01-28 00:00:00,Inactive,ST005
737,Amit23,24,Premium,East,Kolkata,Books,1765.19,534.07,amit23@mail.com,2024-09-06,2024-08-12 00:00:00,Inactive,ST006
149,Ananya53,17,Premium,East,Mumbai,Furniture,1188.86,456.88,ananya53@mail.com,2024-10-18,2024-05-05 00:00:00,,ST018
644,Anika6,38,Basic,South,Kolkata,Sports,1377.14,778.47,anika6@mail.com,2024-02-12,2024-12-15 00:00:00,,ST017
658,Sneha48,48,Basic,North,Bangalore,Books,521.57,305.14,sneha48@mail.com,2024-10-22,2024-08-07 00:00:00,Inactive,ST013
837,Saanvi98,53,Premium,East,Delhi,Electronics,484.26,118.16,saanvi98@mail.com,2024-07-31,2024-10-01 00:00:00,,ST005
668,Aadhya38,53,Basic,South,Mumbai,Electronics,679.23,549.46,,2024-07-09,2024-03-15 00:00:00,Pending,ST004
486,Pooja92,39,Basic,North,Hyderabad,Sports,365.95,1042.23,pooja92@mail.com,2024-03-29,2024-04-12 00:00:00,Inactive,ST020
660,Reyansh12,20,Premium,South,Mumbai,Toys,348.44,824.64,reyansh12@mail.com,2024-01-13,2024-03-07 00:00:00,,ST012
129,Ishaan72,59,Basic,East,Delhi,Books,516.6,1359.67,ishaan72@mail.com,2024-02-21,2024-07-30 00:00:00,Pending,ST016
592,Myra18,51,Basic,North,Ahmedabad,Furniture,1045.65,1000.67,,2024-03-13,2024-06-02 00:00:00,Inactive,ST005
559,Sunita93,53,Basic,North,Bangalore,Furniture,1584.59,,sunita93@mail.com,2024-05-27,2024-01-13 00:00:00,Inactive,ST011
598,Raj66,60,Premium,East,Bangalore,Groceries,571.37,966.01,raj66@mail.com,2024-12-13,2024-11-07 00:00:00,,ST015
500,Neha63,61,Basic,East,Bangalore,Books,1436.74,1062.7,neha63@mail.com,2024-04-18,2024-08-21 00:00:00,,ST002
795,Ishaan52,17,Premium,South,Ahmedabad,Furniture,1508.62,469.97,ishaan52@mail.com,2024-08-27,2024-01-16 00:00:00,Inactive,ST020
322,Krishna78,60,Premium,West,Jaipur,Toys,1785.05,1205.51,,2024-07-31,2024-07-07 00:00:00,Active,ST020
472,Arjun4,20,Basic,South,Hyderabad,Toys,1208.7,,arjun4@mail.com,2024-08-19,2024-06-15 00:00:00,Inactive,ST007
595,Krishna10,32,Premium,West,Indore,Books,692.25,1365.68,krishna10@mail.com,2024-04-25,2024-05-20 00:00:00,Active,ST004
776,Sunita15,48,Premium,South,Bangalore,Groceries,775.95,890.82,,2024-11-18,2024-07-02 00:00:00,Active,ST006
483,Ananya2,21,Basic,South,Hyderabad,Toys,1475.6,74.79,ananya2@mail.com,2024-11-09,2024-12-13 00:00:00,,ST008
710,Riya43,16,Premium,North,Chennai,Groceries,182.51,1452.81,,2024-09-22,2024-11-08 00:00:00,Pending,ST013
467,Ananya91,48,Basic,East,Chennai,Electronics,1958.11,1460.59,ananya91@mail.com,2024-08-08,2024-05-24 00:00:00,Pending,ST020
135,Karan47,59,Premium,West,Indore,Electronics,361.45,1386.2,karan47@mail.com,2024-12-19,2024-03-01 00:00:00,Pending,ST012
233,Karan12,29,Basic,East,Surat,Sports,1586.78,405.63,karan12@mail.com,2024-08-28,2024-01-28 00:00:00,Active,ST016
160,Riya12,53,Basic,South,Mumbai,Furniture,1569.38,848.11,riya12@mail.com,2024-09-23,2024-03-27 00:00:00,,ST006
356,Priya41,31,Basic,East,Lucknow,Books,1471.91,1215.81,priya41@mail.com,2024-05-28,2024-04-09 00:00:00,Active,ST004
327,Navya72,51,Premium,West,Mumbai,Groceries,319.9,881.59,navya72@mail.com,2024-02-17,2024-10-19 00:00:00,,ST019
397,Ira22,52,Premium,West,Delhi,Groceries,1250.48,319.91,ira22@mail.com,2024-12-13,2024-07-24 00:00:00,Pending,ST004
49,Riya10,25,Premium,South,Hyderabad,Toys,617.96,1066.29,riya10@mail.com,2024-12-17,2024-04-29 00:00:00,Pending,ST019
75,Kiara14,43,Premium,West,Surat,Sports,1334.86,972.14,,2024-07-24,2024-08-06 00:00:00,Active,ST016
750,Krishna81,64,Premium,West,Chennai,Toys,1578.9,214.17,krishna81@mail.com,2024-02-13,2024-02-09 00:00:00,Active,ST017
800,Reyansh82,16,Premium,East,Lucknow,Books,206.99,624.99,,2024-03-26,2024-10-18 00:00:00,,ST003
839,Reyansh17,29,Premium,East,Jaipur,Toys,234.84,1332.64,reyansh17@mail.com,2024-04-04,2024-12-03 00:00:00,Pending,ST011
208,Anika5,20,Premium,East,Lucknow,Clothing,,510.97,anika5@mail.com,2024-06-23,2024-03-31 00:00:00,Pending,ST002
492,Sunita53,44,Basic,West,Hyderabad,Clothing,1449.37,122.98,sunita53@mail.com,2024-03-25,2024-08-10 00:00:00,Active,ST013
345,Manish32,42,Basic,West,Lucknow,Toys,1454.39,1409.93,manish32@mail.com,2024-11-24,2024-12-26 00:00:00,Active,ST017
633,Vivaan90,21,Premium,South,Lucknow,Sports,336.43,382.67,,2024-08-01,2024-03-17 00:00:00,Inactive,ST016
615,Aditya70,54,Basic,North,Surat,Groceries,443.9,84.84,aditya70@mail.com,2024-05-09,2024-10-13 00:00:00,Pending,ST012
490,Neha57,63,Basic,West,Bangalore,Toys,1647.36,318.8,neha57@mail.com,2024-01-04,2024-05-05 00:00:00,,ST011
118,Krishna60,22,Basic,South,Jaipur,Clothing,615.91,930.76,krishna60@mail.com,2024-03-22,2024-06-16 00:00:00,Pending,ST007
596,Saanvi29,39,Premium,West,Bangalore,Books,647.77,744.64,saanvi29@mail.com,2024-05-24,2024-10-09 00:00:00,Pending,ST020
519,Priya42,42,Basic,North,Delhi,Toys,1016.37,84.33,priya42@mail.com,2024-08-03,2024-09-29 00:00:00,,ST011
98,Amit21,32,Basic,East,Kolkata,Electronics,482.97,537.39,,2024-09-14,2024-07-10 00:00:00,Inactive,ST013
284,Priya6,59,Basic,East,Hyderabad,Sports,733.51,1363.63,priya6@mail.com,2024-08-05,2024-03-09 00:00:00,Pending,ST016
681,Ira36,48,Basic,South,Delhi,Toys,,184.4,ira36@mail.com,2024-10-21,2024-05-16 00:00:00,Inactive,ST003
286,Aadhya47,21,Premium,South,Indore,Books,1717.21,561.15,aadhya47@mail.com,2024-04-14,2024-07-30 00:00:00,,ST006
128,Raj70,39,Basic,North,Bangalore,Furniture,,136.96,raj70@mail.com,2024-09-02,2024-04-19 00:00:00,Inactive,ST018
372,Anika83,57,Premium,West,Jaipur,Sports,1182.5,1218.56,anika83@mail.com,2024-08-19,2024-09-29 00:00:00,Pending,ST013
412,Riya15,56,Basic,East,Surat,Sports,737.79,1026.74,riya15@mail.com,2024-06-25,2024-08-19 00:00:00,,ST017
